frame.protocols,eth.src,eth.dst,ip.src,ip.dst,ip.flags,ip.checksum,tcp.flags,tcp.checksum,alert,frame.year,frame.month,frame.day,frame.hour,frame.minute,frame.second,attack_probability,anomaly_score,alert_score,final_alert,shap_top_features
2,2,1,3,2,2,42161,16,13525,0,2026,8,16,0,5,13,0.09570403,0.2426,0.1545,0,"ip.src (-1.192), tcp.flags (-0.500), frame.second (-0.435)"
7,1,1,1,3,0,42161,16,45506,1,2026,8,16,0,5,14,0.8720904,0.6377,0.7783,1,"ip.src (+0.456), frame.second (+0.380), tcp.flags (+0.371)"
2,1,3,3,2,0,42161,2,13525,1,2026,8,16,0,5,15,0.9047902,0.432,0.7157,1,"frame.second (+0.791), tcp.checksum (+0.351), eth.dst (+0.342)"
2,3,1,1,3,2,42161,16,45506,0,2026,8,16,0,5,16,0.6096272,0.3525,0.5068,1,"frame.second (+0.718), eth.src (-0.453), ip.src (+0.369)"
2,1,2,1,3,2,4804,24,45506,0,2026,8,16,0,5,17,0.23845878,0.3904,0.2992,0,"ip.dst (-0.838), ip.checksum (-0.562), tcp.checksum (-0.194)"
2,3,2,1,3,2,42161,24,13525,0,2026,8,16,0,5,18,0.4542936,0.3078,0.3957,0,"eth.src (-0.599), ip.dst (-0.473), frame.second (+0.423)"
2,3,1,1,3,0,4804,2,13525,0,2026,8,16,0,5,19,0.27381593,0.5435,0.3817,0,"ip.dst (-0.884), frame.second (+0.436), tcp.flags (-0.391)"
1,3,2,3,3,0,42161,24,13525,1,2026,8,16,0,5,20,0.7543893,0.4953,0.6508,1,"tcp.flags (+0.598), ip.checksum (+0.464), ip.dst (-0.453)"
7,2,1,3,3,2,42161,2,45506,0,2026,8,16,0,5,21,0.07902255,0.6311,0.2999,0,"tcp.flags (-0.788), ip.src (-0.748), ip.dst (-0.515)"
2,2,3,2,3,2,42161,2,45506,0,2026,8,16,0,5,22,0.23672834,0.3361,0.2765,0,"ip.dst (-0.797), tcp.flags (-0.791), frame.second (+0.360)"
7,2,3,3,2,2,42161,24,45506,0,2026,8,16,0,5,23,0.73286134,0.4916,0.6364,1,"frame.second (+0.668), tcp.flags (+0.536), ip.checksum (+0.309)"
7,3,2,1,1,0,4804,2,13525,1,2026,8,16,0,5,24,0.69998825,0.6258,0.6703,1,"eth.src (-0.553), ip.dst (+0.470), tcp.flags (-0.403)"
2,2,1,2,1,0,4804,24,13525,1,2026,8,16,0,5,25,0.8539897,0.2513,0.6129,1,"tcp.flags (+0.435), eth.src (+0.376), frame.second (+0.365)"
1,2,1,2,2,0,4804,16,13525,0,2026,8,16,0,5,26,0.1472305,0.093,0.1255,0,"frame.second (-0.858), frame.protocols (-0.486), ip.checksum (-0.299)"
2,1,2,2,2,2,4804,16,13525,1,2026,8,16,0,5,27,0.42249447,0.1102,0.2976,0,"frame.second (-0.454), tcp.flags (-0.288), tcp.checksum (+0.244)"
1,2,3,1,2,2,42161,2,45506,0,2026,8,16,0,5,28,0.29083103,0.2203,0.2626,0,"tcp.flags (-0.622), eth.src (+0.382), eth.dst (-0.317)"
7,2,2,3,2,0,4804,24,45506,0,2026,8,16,0,5,29,0.19600642,0.3087,0.2411,0,"ip.src (-0.491), ip.checksum (-0.459), tcp.checksum (-0.418)"
1,3,3,1,3,2,4804,24,45506,0,2026,8,16,0,5,30,0.04203559,0.4443,0.2029,0,"eth.src (-0.746), ip.checksum (-0.668), ip.dst (-0.631)"
1,3,1,2,1,0,42161,16,45506,0,2026,8,16,0,5,31,0.41760746,0.2974,0.3695,0,"eth.src (-0.623), tcp.flags (+0.216), eth.dst (-0.188)"
1,3,3,1,3,2,42161,16,13525,0,2026,8,16,0,5,32,0.28831,0.3982,0.3323,0,"eth.src (-0.512), eth.dst (-0.492), ip.dst (-0.377)"
7,3,2,1,1,2,42161,24,13525,1,2026,8,16,0,5,33,0.23103625,0.5552,0.3607,0,"eth.src (-0.772), frame.protocols (-0.506), frame.second (-0.232)"
7,3,1,3,1,2,42161,2,13525,0,2026,8,16,0,5,34,0.04407968,0.8049,0.3484,0,"eth.src (-0.635), tcp.flags (-0.629), ip.src (-0.557)"
1,3,2,3,2,2,4804,16,45506,0,2026,8,16,0,5,35,0.05630688,0.1166,0.0804,0,"ip.src (-0.938), ip.checksum (-0.479), frame.second (-0.406)"
1,2,2,2,3,0,4804,2,45506,0,2026,8,16,0,5,36,0.04908225,0.2177,0.1165,0,"ip.dst (-0.769), frame.second (-0.668), tcp.flags (-0.653)"
2,3,3,1,2,2,42161,2,13525,0,2026,8,16,0,5,37,0.10530979,0.3363,0.1977,0,"eth.src (-1.033), tcp.flags (-0.542), frame.second (-0.423)"
1,3,2,1,3,0,42161,16,13525,1,2026,8,16,0,5,38,0.7347,0.2543,0.5425,1,"tcp.flags (+0.481), ip.checksum (+0.303), ip.src (+0.287)"
2,1,3,3,1,0,42161,2,45506,0,2026,8,16,0,5,39,0.22215933,0.4536,0.3147,0,"frame.second (-0.662), tcp.flags (-0.326), eth.dst (+0.316)"
1,2,1,1,2,0,4804,2,13525,0,2026,8,16,0,5,40,0.3365193,0.2768,0.3126,0,"frame.second (-0.550), ip.src (+0.481), eth.src (+0.424)"
2,2,3,1,2,2,4804,24,45506,1,2026,8,16,0,5,41,0.7816246,0.3031,0.5902,1,"frame.second (+0.530), eth.src (+0.475), ip.flags (+0.309)"
7,2,1,1,1,0,42161,2,45506,0,2026,8,16,0,5,42,0.35906285,0.5854,0.4496,0,"tcp.flags (-0.565), eth.src (+0.489), ip.src (+0.385)"
1,3,3,3,1,0,42161,24,45506,0,2026,8,16,0,5,43,0.18412013,0.4568,0.2932,0,"eth.src (-0.613), frame.second (-0.263), ip.flags (-0.188)"
1,3,2,2,1,0,4804,16,13525,0,2026,8,16,0,5,44,0.3402703,0.2013,0.2847,0,"eth.src (-0.591), tcp.flags (+0.318), frame.second (-0.259)"
1,3,3,2,2,2,42161,16,13525,0,2026,8,16,0,5,45,0.27740094,0.3348,0.3004,0,"eth.src (-0.545), tcp.flags (+0.261), ip.flags (-0.222)"
1,1,3,1,3,2,42161,24,45506,1,2026,8,16,0,5,46,0.8173574,0.4226,0.6594,1,"tcp.flags (+0.526), ip.checksum (+0.345), ip.src (+0.221)"
2,3,1,2,2,0,4804,16,13525,1,2026,8,16,0,5,47,0.786237,0.2397,0.5676,1,"frame.second (+0.956), eth.src (-0.475), tcp.flags (+0.417)"
1,1,2,3,3,2,42161,2,45506,0,2026,8,16,0,5,48,0.09868927,0.5089,0.2628,0,"ip.dst (-0.726), ip.src (-0.626), tcp.flags (-0.610)"
7,2,3,3,2,0,4804,2,45506,1,2026,8,16,0,5,49,0.6884632,0.5973,0.652,1,"frame.second (+0.837), eth.src (+0.307), ip.src (-0.263)"
7,3,2,2,2,0,42161,2,45506,0,2026,8,16,0,5,50,0.39205614,0.2956,0.3535,0,"tcp.flags (-0.652), frame.second (+0.542), eth.src (-0.531)"
1,1,3,2,1,2,42161,16,45506,0,2026,8,16,0,5,51,0.5386858,0.3323,0.4561,0,"ip.dst (+0.404), frame.second (+0.276), ip.flags (-0.257)"
7,1,3,1,3,0,4804,2,13525,0,2026,8,16,0,5,52,0.10770829,0.8553,0.4068,0,"ip.dst (-0.741), eth.dst (-0.487), tcp.flags (-0.368)"
1,3,2,2,2,2,4804,16,45506,0,2026,8,16,0,5,53,0.2670868,0.1205,0.2085,0,"frame.minute (-0.290), ip.flags (-0.273), frame.protocols (-0.271)"
1,2,3,1,2,2,42161,2,45506,0,2026,8,16,0,5,54,0.107709944,0.4085,0.228,0,"frame.second (-0.922), tcp.flags (-0.516), eth.dst (-0.302)"
7,2,2,1,1,0,4804,24,13525,0,2026,8,16,0,5,55,0.35191977,0.5911,0.4476,0,"frame.second (-0.638), tcp.flags (-0.422), ip.dst (+0.419)"
1,2,3,3,1,2,42161,16,45506,1,2026,8,16,0,5,56,0.5669707,0.4535,0.5216,1,"ip.src (-0.709), ip.dst (+0.557), eth.dst (+0.279)"
7,1,1,3,3,2,42161,16,45506,0,2026,8,16,0,5,57,0.09511946,0.7563,0.3596,0,"ip.src (-1.147), ip.dst (-0.327), frame.second (-0.284)"
2,1,2,3,2,0,4804,2,13525,0,2026,8,16,0,5,58,0.066588685,0.6079,0.2831,0,"ip.src (-0.855), frame.second (-0.772), tcp.flags (-0.333)"
1,1,3,3,3,0,42161,16,13525,0,2026,8,16,0,5,59,0.0726969,0.5734,0.273,0,"frame.second (-0.731), ip.dst (-0.640), ip.src (-0.548)"
2,1,3,2,2,2,42161,16,13525,0,2026,8,16,0,6,0,0.23622935,0.3609,0.2861,0,"frame.second (-1.000), eth.dst (-0.249), tcp.flags (-0.188)"
7,2,1,3,3,2,4804,24,45506,0,2026,8,16,0,6,1,0.03685776,0.7542,0.3238,0,"frame.second (-1.058), ip.src (-0.631), ip.checksum (-0.578)"
2,3,2,2,1,0,4804,24,13525,0,2026,8,16,0,6,2,0.068600275,0.4349,0.2151,0,"frame.second (-1.281), eth.src (-1.075), eth.dst (+0.309)"
2,1,3,3,2,2,42161,2,13525,1,2026,8,16,0,6,3,0.656856,0.5035,0.5955,1,"frame.second (-0.416), eth.dst (+0.338), tcp.checksum (+0.297)"
7,1,1,2,3,2,4804,24,45506,0,2026,8,16,0,6,4,0.052757766,0.6779,0.3028,0,"frame.second (-0.991), frame.protocols (-0.637), ip.checksum (-0.543)"
2,2,3,1,1,2,4804,2,45506,0,2026,8,16,0,6,5,0.24098065,0.5174,0.3515,0,"frame.second (-0.633), eth.dst (-0.619), ip.flags (-0.445)"
2,3,2,2,1,2,4804,2,45506,0,2026,8,16,0,6,6,0.034514934,0.3893,0.1764,0,"frame.second (-1.090), eth.src (-1.040), tcp.flags (-0.514)"
7,3,3,2,3,2,4804,2,45506,0,2026,8,16,0,6,7,0.0232486,0.6898,0.2899,0,"frame.second (-1.487), eth.src (-0.504), tcp.flags (-0.476)"
2,2,3,3,2,2,42161,16,45506,0,2026,8,16,0,6,8,0.112200014,0.3541,0.209,0,"frame.second (-1.197), ip.src (-0.441), tcp.checksum (-0.323)"
7,2,3,2,2,2,42161,24,13525,1,2026,8,16,0,6,9,0.6318073,0.3947,0.537,1,"frame.protocols (-0.502), eth.src (+0.340), tcp.flags (+0.281)"
2,3,3,1,1,0,42161,2,13525,0,2026,8,16,0,6,10,0.15522784,0.5557,0.3154,0,"eth.src (-0.869), eth.dst (-0.459), tcp.flags (-0.289)"
7,1,1,1,2,0,4804,24,13525,0,2026,8,16,0,6,11,0.12117702,0.5549,0.2947,0,"frame.second (-0.811), frame.protocols (-0.680), tcp.flags (-0.245)"
7,3,1,3,2,0,4804,2,45506,0,2026,8,16,0,6,12,0.039148867,0.5473,0.2424,0,"frame.second (-0.807), tcp.flags (-0.427), ip.src (-0.368)"
2,2,2,1,2,0,4804,24,45506,0,2026,8,16,0,6,13,0.20585266,0.2842,0.2372,0,"frame.second (-0.666), eth.src (+0.440), tcp.checksum (-0.345)"
2,1,1,2,1,0,4804,24,45506,0,2026,8,16,0,6,14,0.27121398,0.4679,0.3499,0,"frame.minute (-0.348), tcp.checksum (-0.321), ip.flags (-0.304)"
2,1,1,1,3,2,4804,2,13525,1,2026,8,16,0,6,15,0.69733214,0.4207,0.5867,1,"frame.second (+0.671), ip.dst (-0.542), tcp.flags (-0.419)"
1,2,2,3,2,2,4804,16,13525,0,2026,8,16,0,6,16,0.19154072,0.2125,0.1999,0,"ip.src (-1.185), frame.second (+0.528), tcp.flags (-0.328)"
1,2,1,2,1,2,4804,24,45506,1,2026,8,16,0,6,17,0.59402496,0.3923,0.5134,1,"frame.second (+0.378), ip.dst (+0.378), frame.minute (-0.294)"
1,2,1,3,1,2,42161,16,13525,0,2026,8,16,0,6,18,0.123906635,0.3255,0.2045,0,"ip.src (-1.180), eth.dst (-0.477), tcp.flags (-0.346)"
7,3,2,2,3,0,42161,16,45506,1,2026,8,16,0,6,19,0.83008343,0.17,0.566,1,"frame.second (+0.617), tcp.flags (+0.419), frame.minute (+0.268)"
2,3,2,1,2,2,4804,2,13525,0,2026,8,16,0,6,20,0.16761017,0.3391,0.2362,0,"eth.src (-0.854), tcp.flags (-0.546), frame.second (-0.284)"
7,1,2,3,2,2,4804,2,13525,0,2026,8,16,0,6,21,0.19466123,0.5162,0.3233,0,"ip.src (-0.588), tcp.flags (-0.487), tcp.checksum (+0.240)"
1,2,3,3,3,0,4804,2,13525,0,2026,8,16,0,6,22,0.14978398,0.6199,0.3378,0,"ip.dst (-0.997), frame.protocols (-0.464), ip.checksum (-0.354)"
2,1,3,2,3,2,42161,24,45506,1,2026,8,16,0,6,23,0.8585758,0.4277,0.6862,1,"tcp.flags (+0.761), frame.second (+0.498), ip.checksum (+0.460)"
7,1,2,3,1,2,42161,2,13525,0,2026,8,16,0,6,24,0.22663838,0.5588,0.3595,0,"ip.src (-0.575), tcp.flags (-0.569), ip.dst (+0.238)"
2,1,2,2,1,0,4804,2,13525,0,2026,8,16,0,6,25,0.2881502,0.3299,0.3049,0,"tcp.flags (-0.625), frame.second (-0.553), ip.dst (+0.440)"
7,1,2,2,3,2,4804,24,45506,0,2026,8,16,0,6,26,0.07485723,0.4728,0.234,0,"frame.second (-0.601), ip.checksum (-0.565), ip.dst (-0.480)"
2,2,3,2,2,2,42161,24,13525,1,2026,8,16,0,6,27,0.90836865,0.0744,0.5748,1,"tcp.flags (+0.579), eth.src (+0.370), tcp.checksum (+0.289)"
1,1,3,2,1,2,42161,2,45506,0,2026,8,16,0,6,28,0.24733336,0.3589,0.292,0,"tcp.flags (-0.637), ip.dst (+0.294), frame.minute (-0.278)"
1,2,1,1,1,2,42161,2,45506,1,2026,8,16,0,6,29,0.7688321,0.36,0.6053,1,"ip.src (+0.511), eth.src (+0.453), frame.second (+0.448)"
2,2,1,2,2,2,42161,2,45506,0,2026,8,16,0,6,30,0.34601006,0.1782,0.2789,0,"tcp.flags (-0.637), eth.src (+0.416), frame.minute (-0.317)"
7,3,2,3,1,0,4804,2,45506,0,2026,8,16,0,6,31,0.11075543,0.5091,0.2701,0,"eth.src (-0.459), tcp.flags (-0.436), tcp.checksum (-0.349)"
1,2,3,1,2,0,42161,16,45506,0,2026,8,16,0,6,32,0.41003734,0.1705,0.3142,0,"eth.dst (-0.491), eth.src (+0.376), tcp.flags (+0.303)"
1,3,3,3,2,0,42161,16,13525,1,2026,8,16,0,6,33,0.813377,0.4366,0.6627,1,"frame.minute (+0.295), ip.checksum (+0.289), frame.second (+0.231)"
1,2,3,1,2,0,4804,2,45506,0,2026,8,16,0,6,34,0.12516408,0.3684,0.2224,0,"eth.src (+0.447), frame.second (-0.419), eth.dst (-0.386)"
2,2,2,2,3,0,42161,16,45506,1,2026,8,16,0,6,35,0.843085,0.0,0.5059,1,"eth.src (+0.496), tcp.flags (+0.396), ip.checksum (+0.347)"
2,2,1,1,3,0,42161,24,45506,0,2026,8,16,0,6,36,0.697751,0.1809,0.491,0,"ip.checksum (+0.482), eth.src (+0.431), ip.flags (-0.259)"
7,3,2,1,3,2,42161,16,45506,0,2026,8,16,0,6,37,0.3943155,0.3243,0.3663,0,"tcp.flags (+0.592), eth.src (-0.490), frame.second (-0.351)"
7,3,1,3,2,0,4804,16,13525,0,2026,8,16,0,6,38,0.27929994,0.4193,0.3353,0,"ip.src (-0.839), frame.minute (+0.281), tcp.checksum (+0.240)"
7,1,1,3,2,0,42161,2,45506,0,2026,8,16,0,6,39,0.07131392,0.6654,0.309,0,"tcp.flags (-0.590), ip.src (-0.512), frame.second (-0.448)"
2,3,2,2,3,2,4804,16,13525,1,2026,8,16,0,6,40,0.6100817,0.2994,0.4858,0,"tcp.flags (+0.512), ip.dst (-0.297), ip.checksum (-0.280)"
2,3,1,1,1,2,4804,16,45506,1,2026,8,16,0,6,41,0.8618989,0.4626,0.7022,1,"ip.src (+0.776), tcp.flags (+0.593), eth.src (-0.370)"
7,3,1,1,2,0,42161,16,13525,1,2026,8,16,0,6,42,0.8899346,0.5579,0.7571,1,"tcp.flags (+0.653), ip.src (+0.499), frame.second (+0.450)"
7,3,3,1,1,2,42161,16,45506,1,2026,8,16,0,6,43,0.8311774,0.4262,0.6692,1,"tcp.flags (+0.712), frame.second (+0.489), frame.minute (+0.295)"
2,1,1,2,1,0,42161,24,45506,0,2026,8,16,0,6,44,0.17977534,0.3601,0.2519,0,"frame.second (-0.695), ip.flags (-0.214), ip.dst (-0.137)"
7,3,2,2,2,2,42161,2,13525,0,2026,8,16,0,6,45,0.08584625,0.5242,0.2612,0,"tcp.flags (-0.793), eth.src (-0.652), frame.protocols (-0.408)"
1,2,2,2,2,0,4804,2,45506,1,2026,8,16,0,6,46,0.68230087,0.0649,0.4354,0,"eth.src (+0.584), frame.second (+0.479), tcp.flags (-0.383)"
2,2,1,2,1,2,42161,24,13525,0,2026,8,16,0,6,47,0.22986573,0.3275,0.2689,0,"tcp.flags (-0.401), frame.second (-0.375), eth.src (+0.309)"
7,3,3,2,1,2,42161,16,45506,1,2026,8,16,0,6,48,0.8614317,0.4108,0.6812,1,"frame.second (+0.760), tcp.flags (+0.645), frame.minute (+0.334)"
2,3,3,3,3,0,42161,24,13525,1,2026,8,16,0,6,49,0.28439543,0.5826,0.4037,0,"eth.src (-0.383), ip.dst (-0.380), frame.minute (+0.348)"
1,2,1,1,3,0,4804,16,45506,0,2026,8,16,0,6,50,0.30511206,0.3993,0.3428,0,"ip.dst (-0.841), tcp.flags (+0.364), frame.protocols (-0.352)"
2,2,1,1,2,0,42161,24,45506,1,2026,8,16,0,6,51,0.66576993,0.2341,0.4931,0,"eth.src (+0.367), eth.dst (+0.159), ip.checksum (+0.158)"
2,1,2,1,3,0,42161,2,13525,0,2026,8,16,0,6,52,0.06854675,0.5469,0.2599,0,"ip.dst (-0.917), tcp.flags (-0.616), frame.second (-0.494)"
2,2,1,1,3,0,4804,2,45506,0,2026,8,16,0,6,53,0.051176522,0.4585,0.2141,0,"ip.dst (-1.009), frame.second (-0.800), tcp.flags (-0.488)"
2,2,3,1,3,2,4804,2,45506,0,2026,8,16,0,6,54,0.044684995,0.546,0.2452,0,"ip.dst (-0.960), frame.second (-0.852), tcp.flags (-0.448)"
1,3,1,1,3,0,42161,16,45506,0,2026,8,16,0,6,55,0.14495888,0.4404,0.2631,0,"frame.second (-1.097), ip.dst (-0.617), ip.flags (-0.421)"
2,2,2,1,1,0,42161,16,45506,0,2026,8,16,0,6,56,0.3811931,0.2292,0.3204,0,"frame.second (-1.039), ip.dst (+0.497), ip.flags (-0.405)"
2,1,2,1,2,2,42161,24,45506,0,2026,8,16,0,6,57,0.26761743,0.4762,0.351,0,"frame.second (-0.754), frame.protocols (-0.280), tcp.flags (+0.273)"
7,2,2,3,3,2,42161,24,45506,1,2026,8,16,0,6,58,0.7130427,0.6635,0.6932,1,"tcp.flags (+0.643), ip.checksum (+0.332), ip.src (-0.292)"
2,3,2,1,1,0,42161,2,13525,1,2026,8,16,0,6,59,0.7044387,0.5785,0.6541,1,"ip.dst (+0.521), frame.second (+0.471), ip.src (+0.311)"
7,3,2,3,1,2,4804,16,13525,0,2026,8,16,0,7,0,0.17841512,0.8734,0.4564,0,"frame.second (-0.699), ip.src (-0.499), frame.protocols (-0.341)"
1,2,1,2,1,2,4804,24,13525,0,2026,8,16,0,7,1,0.30891174,0.5031,0.3866,0,"frame.second (-0.704), ip.dst (+0.361), ip.checksum (-0.213)"
1,3,1,1,3,0,42161,16,45506,1,2026,8,16,0,7,2,0.3219033,0.5722,0.422,0,"eth.src (-0.656), frame.second (-0.512), ip.src (+0.432)"
1,1,1,2,3,2,42161,16,13525,0,2026,8,16,0,7,3,0.08758462,0.4499,0.2325,0,"ip.dst (-0.548), frame.second (-0.450), ip.flags (-0.377)"
1,1,1,2,2,2,4804,2,45506,0,2026,8,16,0,7,4,0.04983459,0.5053,0.232,0,"frame.second (-0.755), tcp.flags (-0.476), ip.flags (-0.475)"
7,2,2,2,3,0,42161,2,45506,0,2026,8,16,0,7,5,0.19614954,0.4602,0.3018,0,"tcp.flags (-0.587), frame.second (-0.488), frame.protocols (-0.482)"
2,2,3,3,3,0,42161,16,45506,0,2026,8,16,0,7,6,0.101971254,0.4662,0.2477,0,"frame.second (-0.636), ip.src (-0.549), ip.dst (-0.488)"
1,2,1,2,1,2,42161,16,45506,0,2026,8,16,0,7,7,0.1304813,0.3979,0.2374,0,"frame.second (-1.039), ip.flags (-0.459), frame.minute (-0.437)"
2,3,3,2,2,2,42161,16,13525,1,2026,8,16,0,7,8,0.06405367,0.2962,0.1569,0,"frame.second (-1.511), eth.src (-0.687), eth.dst (-0.202)"
7,1,1,2,3,0,42161,16,45506,0,2026,8,16,0,7,9,0.5981814,0.5754,0.5891,1,"ip.flags (+0.202), ip.src (+0.166), ip.checksum (+0.162)"
7,1,1,1,3,2,4804,2,13525,0,2026,8,16,0,7,10,0.16632389,0.6964,0.3783,0,"frame.second (-0.491), ip.dst (-0.438), tcp.flags (-0.427)"
7,3,3,1,1,2,42161,24,45506,0,2026,8,16,0,7,11,0.08141826,0.6007,0.2891,0,"frame.second (-1.029), eth.src (-0.524), frame.protocols (-0.431)"
1,1,2,3,1,2,42161,2,13525,0,2026,8,16,0,7,12,0.13610564,0.4322,0.2545,0,"frame.second (-0.628), tcp.flags (-0.611), ip.src (-0.485)"
2,2,1,3,3,0,42161,24,13525,0,2026,8,16,0,7,13,0.51263213,0.529,0.5192,1,"tcp.flags (+0.501), ip.dst (-0.439), ip.src (-0.427)"
2,2,1,1,2,2,4804,16,13525,1,2026,8,16,0,7,14,0.86231124,0.2165,0.604,1,"ip.src (+0.593), eth.src (+0.488), tcp.checksum (+0.277)"
2,2,1,3,2,2,4804,24,13525,1,2026,8,16,0,7,15,0.8937553,0.3482,0.6755,1,"tcp.flags (+0.709), frame.second (+0.698), tcp.checksum (+0.431)"
7,1,3,1,1,0,4804,2,13525,0,2026,8,16,0,7,16,0.49967822,0.7804,0.612,1,"frame.second (+0.708), eth.dst (-0.376), ip.dst (+0.247)"
1,2,2,2,1,2,4804,2,13525,1,2026,8,16,0,7,17,0.71878946,0.3235,0.5607,1,"ip.dst (+0.516), frame.second (+0.449), tcp.flags (-0.349)"
7,3,3,2,3,2,42161,16,45506,1,2026,8,16,0,7,18,0.84789664,0.3601,0.6528,1,"frame.second (+0.738), tcp.flags (+0.281), frame.protocols (+0.279)"
7,3,3,3,1,0,4804,2,13525,1,2026,8,16,0,7,19,0.8153622,0.7967,0.8079,1,"frame.second (+0.873), ip.dst (+0.385), tcp.checksum (+0.345)"
2,1,2,1,3,0,42161,16,45506,0,2026,8,16,0,7,20,0.16058773,0.4289,0.2679,0,"ip.dst (-0.638), frame.minute (-0.416), frame.second (-0.369)"
7,3,3,1,2,0,42161,2,13525,0,2026,8,16,0,7,21,0.16285364,0.6175,0.3447,0,"eth.src (-0.635), tcp.flags (-0.515), eth.dst (-0.292)"
2,3,2,3,2,0,4804,2,45506,0,2026,8,16,0,7,22,0.08200881,0.3583,0.1925,0,"frame.minute (-0.612), eth.src (-0.470), tcp.flags (-0.403)"
1,1,1,1,3,2,4804,16,13525,0,2026,8,16,0,7,23,0.08949975,0.4393,0.2294,0,"ip.dst (-0.906), frame.protocols (-0.592), frame.minute (-0.553)"
2,2,2,2,1,2,4804,24,13525,0,2026,8,16,0,7,24,0.8140056,0.2538,0.5899,1,"eth.src (+0.421), frame.minute (-0.389), ip.dst (+0.367)"
1,2,1,3,2,0,4804,2,45506,0,2026,8,16,0,7,25,0.023996005,0.344,0.152,0,"frame.second (-0.792), ip.src (-0.786), frame.minute (-0.556)"
2,2,3,3,1,0,4804,24,13525,1,2026,8,16,0,7,26,0.71131134,0.5714,0.6554,1,"ip.dst (+0.506), tcp.checksum (+0.423), tcp.flags (+0.282)"
7,1,3,1,2,2,42161,2,13525,1,2026,8,16,0,7,27,0.6326655,0.5429,0.5968,1,"tcp.flags (-0.421), tcp.checksum (+0.319), ip.flags (+0.284)"
7,3,1,3,3,0,4804,2,13525,1,2026,8,16,0,7,28,0.60010153,0.7393,0.6558,1,"frame.protocols (+0.451), tcp.checksum (+0.343), ip.dst (-0.263)"
1,2,3,1,3,2,4804,2,45506,0,2026,8,16,0,7,29,0.07615943,0.5459,0.2641,0,"ip.dst (-0.847), frame.minute (-0.475), frame.protocols (-0.408)"
1,2,2,1,3,0,4804,2,13525,0,2026,8,16,0,7,30,0.09802174,0.4209,0.2272,0,"ip.dst (-1.019), frame.minute (-0.526), tcp.flags (-0.471)"
1,1,1,1,2,2,42161,24,45506,0,2026,8,16,0,7,31,0.38810468,0.3546,0.3747,0,"frame.minute (-0.900), tcp.flags (+0.400), tcp.checksum (-0.226)"
2,2,3,1,1,0,4804,24,13525,0,2026,8,16,0,7,32,0.20054264,0.4472,0.2992,0,"eth.dst (-0.522), frame.second (-0.440), eth.src (+0.407)"
2,1,1,1,1,0,42161,2,13525,0,2026,8,16,0,7,33,0.20638156,0.5854,0.358,0,"tcp.flags (-0.526), frame.second (-0.477), ip.flags (-0.445)"
1,3,2,3,1,2,4804,2,45506,0,2026,8,16,0,7,34,0.054746863,0.4267,0.2035,0,"eth.src (-0.774), tcp.flags (-0.456), ip.src (-0.430)"
7,1,2,2,2,0,4804,24,13525,0,2026,8,16,0,7,35,0.12730272,0.4268,0.2471,0,"frame.second (-0.649), frame.protocols (-0.482), frame.minute (-0.329)"
2,1,3,2,2,2,42161,16,13525,1,2026,8,16,0,7,36,0.7413447,0.1716,0.5135,1,"ip.flags (+0.296), tcp.checksum (+0.204), frame.second (+0.192)"
2,1,2,3,2,2,4804,16,45506,0,2026,8,16,0,7,37,0.05297963,0.2548,0.1337,0,"ip.src (-1.086), tcp.checksum (-0.407), tcp.flags (-0.358)"
2,1,1,3,2,2,42161,24,13525,1,2026,8,16,0,7,38,0.86252266,0.4704,0.7057,1,"tcp.flags (+0.899), tcp.checksum (+0.305), ip.flags (+0.249)"
1,3,2,2,2,2,42161,2,45506,0,2026,8,16,0,7,39,0.06418578,0.2305,0.1307,0,"tcp.flags (-0.863), eth.src (-0.769), frame.minute (-0.437)"
1,3,1,2,1,2,42161,2,45506,0,2026,8,16,0,7,40,0.0339517,0.5181,0.2276,0,"eth.src (-0.867), tcp.flags (-0.680), frame.second (-0.577)"
1,2,1,2,2,0,4804,16,45506,0,2026,8,16,0,7,41,0.21670355,0.1226,0.1791,0,"frame.minute (-0.469), frame.protocols (-0.419), eth.src (+0.399)"
1,3,2,2,2,0,4804,16,13525,0,2026,8,16,0,7,42,0.21462487,0.188,0.204,0,"eth.src (-0.469), frame.minute (-0.369), tcp.flags (+0.333)"
1,3,3,2,1,2,4804,24,45506,0,2026,8,16,0,7,43,0.105394416,0.4968,0.262,0,"eth.src (-0.912), frame.minute (-0.430), ip.checksum (-0.239)"
7,2,2,1,2,0,42161,16,45506,0,2026,8,16,0,7,44,0.7777128,0.251,0.567,1,"tcp.flags (+0.543), eth.src (+0.537), ip.src (+0.482)"
7,3,1,3,1,2,4804,24,13525,0,2026,8,16,0,7,45,0.11240794,0.8763,0.418,0,"frame.second (-0.582), eth.src (-0.576), frame.protocols (-0.259)"
1,1,1,1,1,0,42161,16,45506,0,2026,8,16,0,7,46,0.19377927,0.4123,0.2812,0,"frame.minute (-0.372), eth.src (-0.362), ip.src (+0.345)"
2,1,2,2,3,0,4804,16,13525,0,2026,8,16,0,7,47,0.21302882,0.421,0.2962,0,"ip.dst (-0.916), frame.second (+0.454), eth.src (-0.390)"
1,2,3,2,3,0,42161,16,13525,1,2026,8,16,0,7,48,0.73286545,0.3986,0.5992,1,"frame.second (+0.872), ip.dst (-0.582), eth.src (+0.405)"
